generation,Npop,diversity,encountered,core_pop,core_size
331,665,96,3027,440,6
332,693,112,3031,451,4
333,706,104,3037,480,7
334,690,105,3044,449,5
335,700,92,3044,489,7
336,680,95,3046,444,5
337,674,110,3047,429,6
338,660,104,3048,413,5
339,636,106,3050,422,8
340,624,97,3053,412,7
341,708,99,3057,488,7
342,729,102,3060,490,5
343,675,102,3062,435,6
344,666,99,3063,425,6
345,632,103,3064,400,5
346,680,104,3065,434,5
347,631,110,3067,401,7
348,658,104,3067,439,6
349,692,103,3069,473,6
350,695,108,3072,454,5
351,663,106,3074,462,7
352,685,96,3076,465,5
353,698,104,3079,447,5
354,695,108,3082,436,6
355,678,101,3084,428,5
356,638,101,3087,404,6
357,675,98,3088,429,5
358,650,106,3091,426,6
359,667,107,3093,417,4
360,676,96,3094,434,6
361,694,99,3098,460,5
362,667,99,3101,428,4
363,691,104,3102,456,4
364,707,109,3103,479,6
365,696,112,3107,459,6
366,696,106,3111,463,4
367,654,109,3114,424,8
368,653,101,3115,398,5
369,663,97,3115,430,5
370,678,107,3116,460,7
371,680,100,3118,455,7
372,700,93,3118,484,7
373,657,97,3119,414,4
374,636,99,3121,417,7
375,674,101,3121,437,4
376,679,101,3121,442,4
377,717,116,3124,492,7
378,687,106,3125,471,8
379,657,100,3128,426,5
380,677,105,3130,430,5
381,707,105,3131,457,4
382,690,113,3131,445,4
383,688,108,3138,447,5
384,714,99,3138,489,5
385,735,99,3141,525,6
386,683,106,3142,454,5
387,707,99,3144,483,7
388,669,98,3147,433,6
389,699,90,3148,492,7
390,700,95,3149,455,4
391,676,106,3153,435,5
392,699,102,3153,469,6
393,688,103,3155,445,5
394,647,96,3156,430,8
395,720,102,3162,487,5
396,702,103,3162,457,5
397,695,112,3163,454,4
398,695,108,3165,451,4
399,694,108,3166,447,5
400,640,110,3170,403,6
401,658,96,3170,423,6
402,663,90,3172,444,6
403,685,100,3174,463,6
404,658,104,3176,434,6
